author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311773880/,Москва,sale,flat,5,30,3,61.6,-1,0,22514000,"Евротрешка в е ""второго Сити""3-комн. квартира",5/30 этаж,,,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/316279719/,Москва,sale,flat,6,8,3,69.6,-1,0,22500000,Даниловский, Симоновский Вал,26К2,Дубровка,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/303849492/,Москва,sale,flat,9,17,3,76.5,-1,0,24999999,Москворечье-Сабурово, Борисовские Пруды,25К1,Борисово,
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/315203260/,Москва,sale,flat,16,25,3,135.0,-1,0,25990000,, Радужная,14к2,Рассказовка,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/312014835/,Москва,sale,flat,1,12,3,63.0,-1,0,20500000,Обручевский, Архитектора Власова,47,Новые Черёмушки,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315858923/,Москва,sale,flat,6,12,3,62.0,-1,0,14600000,Северное Медведково,проезд Шокальского,28,Медведково,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314745543/,Москва,sale,flat,15,15,3,110.2,-1,0,79000000,Нагатинский затон, Корабельная,3А,Нагатинский Затон,Ривер Парк Коломенское
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/315856976/,Москва,sale,flat,4,10,3,76.3,-1,0,22000000,Марьино,Белореченская ,38К2,Братиславская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315171624/,Москва,sale,flat,7,24,3,75.7,-1,0,23800000,Головинский,Флотская ,68к1,Моссельмаш,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316792180/,Москва,sale,flat,2,9,3,75.9,-1,0,65000000,Пресненский,Малая Никитская ,16/5,Баррикадная,
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/316826848/,Москва,sale,flat,17,17,3,78.3,-1,0,35000000,Хорошевский, Полины Осипенко,22К3,Полежаевская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/309472754/,Москва,sale,flat,4,10,3,73.0,-1,0,36900000,Пресненский,Зоологическая ,3,Баррикадная,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316795429/,Москва,sale,flat,4,6,3,65.6,-1,0,85000000,Пресненский,Большая Бронная ,8,Пушкинская,
Time Property,real_estate_agent,https://www.cian.ru/sale/flat/303926631/,Москва,sale,flat,21,31,3,69.3,-1,0,25400000,Можайский, Петра Алексеева,14,Давыдково,Кутузов Град
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316132826/,Москва,sale,flat,12,12,3,62.7,-1,0,12500000,Можайский, Говорова,15,Сетунь,
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/315253175/,Москва,sale,flat,7,9,3,60.0,-1,0,14200000,,,31,Тютчевская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315963598/,Москва,sale,flat,5,5,3,85.0,-1,0,31000000,Пресненский,Шмитовский проезд,15/5,Москва-Сити,
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316782330/,Москва,sale,flat,18,36,3,102.0,-1,0,57000000,Хорошево-Мневники,Шелепихинская набережная,42к3,Мнёвники,FreeDOM
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/313587321/,Москва,sale,flat,2,7,3,87.0,-1,0,90000000,Пресненский,переулок Брюсов,2/14С1,Охотный ряд,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/315661048/,Москва,sale,flat,25,32,3,85.0,-1,0,95000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/316500208/,Москва,sale,flat,10,32,3,102.6,-1,0,109990000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/315657493/,Москва,sale,flat,14,32,3,101.8,-1,0,110000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/315657236/,Москва,sale,flat,19,32,3,128.0,-1,0,128000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/316929647/,Москва,sale,flat,4,12,3,125.0,-1,0,200000000,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/315245616/,Москва,sale,flat,18,32,3,128.2,-1,0,245000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311255086/,Москва,sale,flat,39,47,3,144.4,-1,0,65000000,Раменки,Мосфильмовская ,70к2,Ломоносовский проспект,Воробьевы Горы
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/310634852/,Москва,sale,flat,17,32,3,84.0,-1,0,74000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315335847/,Москва,sale,flat,19,34,3,84.5,-1,0,105625000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314557512/,Москва,sale,flat,15,21,3,85.0,-1,0,120000000,Пресненский,Мантулинская ,9к5,Москва-Сити,City Park
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/312043279/,Москва,sale,flat,21,30,3,69.0,-1,0,25490000,Можайский, Петра Алексеева,14,Рабочий посёлок,Кутузов Град
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/314133290/,Москва,sale,flat,24,48,3,155.5,-1,0,55500000,Хорошево-Мневники,проспект Маршала Жукова,78,Народное Ополчение,Континенталь
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/315200806/,Москва,sale,flat,4,20,3,94.5,-1,0,59400000,Беговой,Бумажный проезд,4,Белорусская,Клубный дом SOHO+NOHO
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316033726/,Москва,sale,flat,20,20,3,137.0,-1,0,143000000,Пресненский,Мантулинская ,9к6,Москва-Сити,City Park
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315798564/,Москва,sale,flat,2,4,3,140.0,-1,0,172370049,Мещанский,Рождественский бульвар,10/7С1,Трубная,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/311352185/,Москва,sale,flat,18,48,3,124.0,-1,0,49990000,Хорошево-Мневники,проспект Маршала Жукова,78,Серебряный Бор,Континенталь
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/314370483/,Москва,sale,flat,24,48,3,155.0,-1,0,55500000,Хорошево-Мневники,проспект Маршала Жукова,78,Серебряный Бор,Континенталь
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316656430/,Москва,sale,flat,26,34,3,140.1,-1,0,100000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/316419923/,Москва,sale,flat,6,9,3,58.0,-1,0,11700000,Солнцево, 50 лет Октября,5,Говорово,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/315150423/,Москва,sale,flat,5,9,3,96.3,-1,0,79000000,Тверской,Тверская ,15,Тверская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/312360519/,Москва,sale,flat,3,12,3,82.5,-1,0,83000000,Раменки, Сергея Бондарчука,4,Мичуринский проспект,Река
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316891275/,Москва,sale,flat,16,20,3,130.0,-1,0,95000000,Якиманка, Шаболовка,23к2,Шаболовская,Созвездие Капитал-1
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315456914/,Москва,sale,flat,21,32,3,136.1,-1,0,110000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315810174/,Москва,sale,flat,5,7,3,93.0,-1,0,111500000,Якиманка,Лаврушинский переулок,17С2,Третьяковская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/315813833/,Москва,sale,flat,5,12,3,97.0,-1,0,135000000,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316086491/,Москва,sale,flat,6,16,3,124.7,-1,0,199500000,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/314115343/,Москва,sale,flat,5,5,3,93.4,-1,0,23490000,Коптево,Коптевская ,83К2,Коптево,
Ашихмин и партнёры,real_estate_agent,https://www.cian.ru/sale/flat/311036306/,Москва,sale,flat,10,17,3,142.9,-1,0,46500000,Можайский, Вересаева,13,Давыдково,
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/314491759/,Москва,sale,flat,10,14,3,75.0,-1,0,45500000,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden
Александр Артамонов,realtor,https://www.cian.ru/sale/flat/309220288/,Москва,sale,flat,8,14,3,65.0,-1,0,19583000,Савеловский, 8 Марта,8к2,Гражданская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314305380/,Москва,sale,flat,4,15,3,103.0,-1,0,94000000,Дорогомилово,Студенческая ,20к1,Студенческая,Студенческая 20
ID 109135729,realtor,https://www.cian.ru/sale/flat/306348443/,Москва,sale,flat,2,28,3,97.5,-1,0,47000000,Раменки,Винницкая ,8к1,Раменки,Настоящее
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/316030125/,Москва,sale,flat,19,22,3,96.9,-1,0,48800000,Кунцево,Молодогвардейская ,2К1,Кунцевская,
ID 109135729,realtor,https://www.cian.ru/sale/flat/315132180/,Москва,sale,flat,5,14,3,68.5,-1,0,42500000,Раменки,проспект Генерала Дорохова,39к2И,Минская,Собрание клубных домов West Garden
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/316942813/,Москва,sale,flat,7,14,3,70.0,-1,0,40598000,Раменки,проспект Генерала Дорохова,39к1В,Поклонная,Собрание клубных домов West Garden
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/309101286/,Москва,sale,flat,3,3,3,100.8,-1,0,232932499,Пресненский,Малая Бронная ,30/1,Пушкинская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315625194/,Москва,sale,flat,17,34,3,85.7,-1,0,88990000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316776707/,Москва,sale,flat,8,16,3,173.1,-1,0,148000000,Арбат,1-й Смоленский переулок,17,Смоленская,Новопесковский
Денис Циликин,realtor,https://www.cian.ru/sale/flat/315158171/,Москва,sale,flat,9,9,3,62.0,-1,0,12999999,Ярославский,Лосевская ,6,Медведково,
